"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.384508683E1,-8.279903412E0,-2.197052956E0,-1.037509561E0
8.385508683E1,-8.228114128E0,-1.220060706E0,-4.081154346E0
8.386508680E1,-7.849555016E0,-1.562912464E-1,-4.342126369E0
8.387508680E1,-5.183854103E0,-7.188230753E-2,-2.851712704E0
8.388508683E1,-1.487340927E0,-1.806026220E0,6.894772053E-1
8.389508683E1,1.028078079E0,-4.872844219E0,4.204684258E0
8.390508683E1,2.219014168E0,-8.473028183E0,5.711211681E0
8.391508710E1,2.373567104E0,-1.166317844E1,6.683389664E0
8.392508776E1,2.028671265E0,-1.425654507E1,9.912855148E0
8.393508773E1,3.499043941E0,-1.504888916E1,1.603077316E1
8.394508846E1,5.179265022E0,-1.292803001E1,1.591132069E1
8.395508916E1,1.938744068E0,-7.817486286E0,1.089983940E1
8.396508916E1,-1.112679482E0,-2.667842388E0,7.172538280E0
8.397508983E1,-2.855628967E0,-4.142474532E-1,4.093208313E0
8.398509053E1,-2.009261131E0,-2.837049961E-1,2.319628239E0
8.399509056E1,-2.241935730E-1,-9.167289734E-2,2.556544304E0
8.400509126E1,1.057126999E0,5.772644877E-1,4.429257393E0
8.401509126E1,1.030331612E0,1.006539702E0,5.732749462E0
8.402509122E1,-6.286621094E-3,6.901558638E-1,6.920300484E0
8.403509126E1,-8.008441925E-1,-4.847031832E-2,6.918964863E0
8.404509126E1,-9.179296494E-1,-4.073948264E-1,6.626497746E0
8.405509126E1,4.421119690E-1,-7.664164901E-1,5.192795277E0
8.406509126E1,1.711928368E0,-1.441321135E0,3.981460810E0
8.407509126E1,2.960227489E0,-2.233519077E0,2.383722305E0
8.408509122E1,3.884531975E0,-2.849714279E0,1.067718267E0
8.409509126E1,4.604800224E0,-3.081067085E0,5.791069269E-1
8.410509129E1,5.288607121E0,-3.299258232E0,4.148532152E-1
8.411509129E1,6.006881714E0,-3.343887329E0,5.927414298E-1
8.412509129E1,6.635537148E0,-3.140696764E0,6.649452448E-1
8.413509126E1,7.039447784E0,-3.102201462E0,9.491857886E-1
8.414509129E1,7.397616386E0,-3.101026058E0,1.086187363E0
8.415509129E1,7.774085999E0,-2.999381065E0,1.003493547E0
8.416509129E1,7.680253506E0,-2.790831089E0,1.006798267E0
8.417509126E1,7.492289543E0,-2.480492592E0,1.084166050E0
8.418509122E1,7.492768288E0,-1.973117232E0,1.189394951E0
8.419509125E1,7.123664856E0,-2.134383440E0,1.647857666E0
8.420509125E1,6.431200027E0,-2.656451941E0,2.002558231E0
8.421509125E1,5.730151653E0,-2.775242090E0,2.372750759E0
8.422509125E1,4.380841255E0,-2.535886526E0,2.723386288E0
8.423509125E1,2.835468292E0,-1.348784447E0,1.526672959E0
8.424509122E1,1.061258316E0,-1.984274387E-1,8.791631460E-1
8.425509125E1,-1.180772781E0,4.940140247E-1,1.326984167E0
8.426509125E1,-2.956118584E0,9.444133043E-1,2.084293604E0
8.427509125E1,-4.239178658E0,1.095667243E0,2.656732082E0
8.428509122E1,-5.097407341E0,7.721834183E-1,2.595889330E0
8.429509122E1,-6.146418571E0,-3.864449859E-1,1.895325541E0
8.430509125E1,-6.774429321E0,-1.851005077E0,1.078654766E0
8.431509125E1,-6.635036469E0,-2.820990324E0,1.333987355E0
8.432509125E1,-6.201530457E0,-1.717629790E0,2.170488596E0
8.433509122E1,-5.787717819E0,-5.200016499E-2,2.071215391E0
8.434509125E1,-5.208498001E0,2.940760255E-1,-2.309955359E-1
8.435509128E1,-4.768126488E0,1.040178537E0,-4.297903180E-1
8.436509128E1,-4.760271072E0,1.285627961E0,-1.083582640E0
8.437509128E1,-4.142195702E0,9.340175390E-1,4.955184460E-2
8.438509128E1,-3.152447701E0,-6.190936565E-1,3.803738356E0
8.439509125E1,-2.167207718E0,-2.317327976E0,7.946500301E0
8.440509125E1,-4.837541580E-1,-3.087681293E0,1.071724033E1
8.441509128E1,1.425937653E0,-2.173870087E0,1.209255600E1
8.442509128E1,2.572982788E0,-6.773568392E-1,1.229541397E1
8.443509128E1,2.740507126E0,-7.093455791E-1,1.067990780E1
8.444509125E1,1.338633537E0,-2.089777470E0,8.208530426E0
8.445509128E1,-9.500389099E-1,-3.587439060E0,6.755901814E0
8.446509132E1,-3.439421654E0,-5.256417751E0,6.935692787E0
8.447509132E1,-3.812989235E0,-6.773558140E0,7.319997311E0
8.448509132E1,-2.863213539E0,-7.882268906E0,6.829762459E0
8.449509128E1,-2.193080902E0,-8.933343887E0,6.004786015E0
8.450509131E1,-1.709202766E0,-9.935546875E0,4.157003403E0
8.451509131E1,-4.102296829E-1,-1.010676575E1,1.653311014E0
8.452509131E1,5.140371323E-1,-9.124381065E0,1.523464203E0
8.453509131E1,1.407127380E0,-6.925006866E0,2.841990232E0
8.454509131E1,1.798290730E0,-5.239340305E0,2.339201212E0
8.455509128E1,2.005492210E0,-3.822544575E0,2.098382473E0
8.456509131E1,2.999942780E0,-2.979475498E0,1.642328739E0
8.457509135E1,3.710644722E0,-2.410778761E0,1.492859840E0
8.458509135E1,4.541707516E0,-1.781758189E0,1.397563934E0
8.459509131E1,5.239286900E0,-1.105928659E0,1.441883326E0
8.460509128E1,5.890859604E0,-5.232354999E-1,1.840023279E0
8.461509061E1,6.820857525E0,1.021637321E-1,2.259404182E0
8.462508991E1,7.602679253E0,5.711468458E-1,2.776134014E0
8.463508991E1,8.205345154E0,7.985048294E-1,2.467286110E0
8.464508918E1,8.222524643E0,5.951822400E-1,1.808690429E0
8.465508851E1,7.066536903E0,-5.161951184E-1,8.457468152E-1
8.466508784E1,6.364159107E0,-1.762623906E0,1.124032736E-1
8.467508784E1,6.645841599E0,-2.460409403E0,-2.709399462E-1
8.468508784E1,6.701499939E0,-3.114862680E0,4.675924778E-2
8.469508784E1,6.821107864E0,-3.393682480E0,9.212418795E-1
8.470508781E1,6.651636124E0,-3.020210028E0,2.299964666E0
8.471508778E1,6.087683678E0,-2.625341654E0,2.497499228E0
8.472508781E1,4.172148705E0,-2.491123676E0,1.778940082E0
8.473508781E1,1.943241596E0,-2.616215229E0,1.066182852E0
8.474508781E1,-4.125890732E-1,-3.103363514E0,6.177521944E-1
8.475508777E1,-2.680422783E0,-3.433555603E0,1.501573920E-1
8.476508707E1,-5.007982254E0,-3.234135151E0,-3.046952784E-1
8.477508711E1,-7.028083801E0,-2.220373631E0,-1.207582116E0
8.478508711E1,-8.335385323E0,-9.979241490E-1,-1.705071211E0
8.479508711E1,-8.677594185E0,-1.039291918E-1,1.578046560E0
8.480508707E1,-7.552295685E0,-4.210818410E-1,4.432151318E0
8.481508711E1,-6.806265831E0,-1.215270400E0,2.593584061E0
8.482508714E1,-6.491322517E0,-1.491332293E0,-1.411968827E0
8.483508714E1,-6.959012985E0,-6.583815217E-1,-2.858785629E0
8.484508714E1,-6.299776077E0,3.055781126E-2,-2.397270203E0
8.485508714E1,-3.555226326E0,-9.886983633E-1,-7.894301414E-2
8.486508710E1,-8.779230118E-1,-3.533537388E0,2.861042976E0
8.487508710E1,1.040163040E0,-6.485674858E0,4.465876579E0
8.488508714E1,2.375457287E0,-9.207434654E0,4.464790344E0
8.489508714E1,2.140303135E0,-1.186070347E1,6.414512634E0
8.490508714E1,2.926104546E0,-1.448638725E1,1.160280132E1
8.491508780E1,4.673308849E0,-1.459419537E1,1.545195770E1
8.492508854E1,5.052299023E0,-1.141944313E1,1.275329685E1
8.493508857E1,-1.496696472E-1,-5.473883152E0,7.218449116E0
8.494508927E1,-2.709183693E0,-2.512747765E0,3.932217598E0
8.495508990E1,-3.216693878E0,-2.033127069E0,1.460943818E0
8.496509057E1,-1.072248459E0,-2.017282486E0,2.016176462E0
8.497509060E1,1.151592255E0,-8.858196735E-1,5.088498116E0
8.498509060E1,2.549323559E0,6.925269365E-1,7.169576168E0
8.499509060E1,2.547187328E0,6.568955183E-1,7.119009018E0
8.500509060E1,9.964323044E-1,4.354133010E-1,7.957059860E0
8.501509060E1,2.116641998E-1,-1.382885128E-1,6.798527718E0
8.502509057E1,2.025804520E-1,-1.919943839E-1,6.672686577E0
8.503509060E1,-2.057819366E-1,-6.040592194E-1,3.720524073E0
8.504509060E1,4.652853012E-1,-7.336955070E-1,2.106121778E0
8.505509060E1,1.397913933E0,-9.252078533E-1,8.748005033E-1
8.506509127E1,2.628997326E0,-9.692608118E-1,1.440094709E-1
8.507509123E1,4.053409576E0,-8.605884314E-1,5.165423155E-1
8.508509127E1,5.329882622E0,-9.697306156E-1,1.044410348E0
8.509509127E1,6.596573830E0,-1.265442014E0,1.134487510E0
8.510509127E1,7.310576916E0,-1.655496359E0,1.170227170E0
8.511509123E1,7.919457912E0,-1.967987299E0,1.291497231E0
8.512509123E1,7.982710838E0,-2.342540264E0,1.195132375E0
8.513509126E1,7.864387989E0,-2.408817530E0,1.330291033E0
8.514509126E1,7.534966469E0,-2.115669727E0,1.336987138E0
8.515509126E1,6.852904320E0,-1.695041180E0,1.178532362E0
8.516509126E1,5.900118828E0,-1.241204739E0,1.064041734E0
8.517509123E1,4.856155396E0,-7.182576060E-1,1.632283926E0
8.518509120E1,3.819539070E0,-7.655652761E-1,1.807241201E0
8.519509123E1,2.729151249E0,-1.113731503E0,1.507833719E0
8.520509123E1,1.625320435E0,-1.080291510E0,1.439860702E0
8.521509123E1,4.118833542E-1,-8.739567995E-1,1.526342392E0
8.522509120E1,-1.001713753E0,-7.698772550E-1,1.819256544E0
8.523509120E1,-2.212329865E0,-6.667675972E-1,2.062138557E0
8.524509123E1,-3.362152100E0,-8.488118649E-1,2.029244900E0
8.525509123E1,-4.353412628E0,-9.391300678E-1,1.785458207E0
8.526509123E1,-5.153432846E0,-8.631911874E-1,1.866892099E0
8.527509120E1,-5.373887062E0,-4.975360036E-1,1.913369060E0
8.528509123E1,-5.002495766E0,-2.384786010E-1,2.521522999E0
8.529509123E1,-4.275603294E0,2.145783305E-1,2.861202717E0
8.530509123E1,-3.927730560E0,4.927592278E-1,2.131443977E0
8.531509123E1,-3.699642181E0,1.769629121E-1,1.032004952E0
8.532509123E1,-4.267416000E0,-7.995640635E-1,-9.125963449E-1
8.533509119E1,-4.147716522E0,-9.006932378E-1,-9.747824669E-1
8.534509123E1,-3.524581909E0,-1.247358203E0,7.864841223E-1
8.535509126E1,-2.491415024E0,-2.248960972E0,3.742386341E0
8.536509126E1,-2.493637085E0,-2.320845604E0,3.781904697E0
8.537509126E1,-7.770519257E-1,-4.330124378E0,1.055801010E1
8.538509123E1,2.008733749E-1,-2.917333126E0,1.357009411E1
8.539509126E1,1.926689148E0,-5.870116353E-1,1.397150326E1
8.540509126E1,2.473767281E0,-4.518874884E-1,1.123158360E1
8.541509126E1,1.107674599E0,-1.774916172E0,8.138371468E0
8.542509122E1,-1.202020645E0,-3.173077106E0,5.777245522E0
8.543509119E1,-3.795888901E0,-4.919299126E0,5.069349289E0
8.544509122E1,-5.197924614E0,-6.923314571E0,5.843376160E0
8.545509122E1,-4.819202423E0,-8.553212166E0,6.529568672E0
8.546509122E1,-2.972659111E0,-9.365938187E0,6.001966476E0
8.547509122E1,-1.545310974E0,-9.818399429E0,4.081789970E0
8.548509122E1,-2.041149139E-2,-9.735082626E0,2.145770788E0
8.549509119E1,1.090883255E0,-9.058948517E0,1.461790323E0
8.550509122E1,1.688663483E0,-6.904258251E0,2.356290340E0
8.551509122E1,1.748440266E0,-4.917552948E0,2.153058767E0
8.552509122E1,2.196620941E0,-3.472035885E0,1.077660561E0
8.553509119E1,3.070756912E0,-2.489207506E0,8.847480416E-1
8.554509119E1,3.988015175E0,-1.752623439E0,8.559895158E-1
8.555509122E1,4.701745033E0,-1.030066252E0,1.111145973E0
8.556509122E1,5.273842335E0,-5.110960007E-1,2.001828194E0
8.557509122E1,6.432654381E0,3.210792542E-1,2.697283745E0
8.558509119E1,7.595606804E0,1.019734144E0,3.358758450E0
8.559509122E1,8.081418037E0,1.118647814E0,3.159915924E0
8.560509125E1,8.162237167E0,1.116174459E0,2.172982216E0
8.561509059E1,7.211200714E0,9.330247641E-1,1.256388187E0
8.562508989E1,6.296853065E0,-4.948353767E-2,6.956249475E-2
8.563508935E1,5.831668854E0,-1.126823664E0,-4.154589772E-1
8.564508862E1,5.499619961E0,-2.202778578E0,2.517165542E-1
8.565508792E1,5.694861412E0,-2.973152161E0,7.180630565E-1
8.566508702E1,5.781646252E0,-3.490794182E0,1.550572276E0
8.567508632E1,5.814401627E0,-3.904388428E0,1.593974352E0
8.568508632E1,5.914569855E0,-3.804971695E0,1.308308840E0
8.569508558E1,5.181898117E0,-3.501832485E0,1.083782315E0
8.570508562E1,3.245296001E0,-3.513881683E0,9.904109836E-1
8.571508565E1,6.871786118E-1,-3.620831013E0,9.573864341E-1
8.572508565E1,-1.762891769E0,-3.251068354E0,1.760113090E-1
8.573508565E1,-4.376382828E0,-2.557572365E0,-5.502582192E-1
8.574508492E1,-4.386009216E0,-2.575489521E0,-3.968099952E-1
8.575508495E1,-8.748862267E0,-1.437137842E0,-5.558878779E-1
8.576508495E1,-1.003987694E1,-1.776442766E0,1.552102685E0
8.577508495E1,-9.619638443E0,-1.701803684E0,1.225996852E0
8.578508495E1,-8.991720200E0,-1.171027660E0,-1.498159885E0
8.579508495E1,-8.556287766E0,7.169759274E-2,-2.981811047E0
8.580508492E1,-6.955297470E0,1.158477426E0,-1.506253719E0
8.581508495E1,-3.551312447E0,1.236724377E0,-4.295979738E-1
8.582508498E1,-5.475778580E-1,1.282945275E-1,7.387355566E-1
8.583508498E1,1.717041016E0,-2.545955896E0,3.351937294E0
8.584508495E1,1.714499474E0,-2.531686068E0,3.388631821E0
8.585508491E1,2.055141449E0,-9.794881821E0,7.625948429E0
8.586508495E1,1.363815308E0,-1.280272388E1,1.000394154E1
8.587508495E1,3.213078022E0,-1.562788486E1,1.348465633E1
8.588508495E1,5.002902031E0,-1.641121864E1,1.537178326E1
8.589508491E1,5.141407013E0,-1.469332886E1,1.328220177E1
8.590508491E1,-7.492504120E-1,-9.420946121E0,9.965797424E0
8.591508561E1,-4.365505219E0,-4.137182236E0,4.442013264E0
8.592508631E1,-3.559664726E0,-2.271767855E0,1.637452245E0
8.593508685E1,-1.729041100E0,-1.055795908E0,9.770650864E-1
8.594508755E1,-1.587677002E-1,6.995097399E-1,4.887545109E0
8.595508821E1,8.594560623E-1,2.090560913E0,6.784230709E0
8.596508911E1,5.922880173E-1,2.833348513E0,7.605382442E0
8.597508984E1,3.019590378E-1,3.067531347E0,7.209532738E0
8.598508984E1,3.127088547E-1,2.711854458E0,6.579762459E0
8.599509054E1,1.063806534E0,2.062093258E0,5.484227180E0
8.600509051E1,1.795074463E0,8.460140228E-1,3.940970898E0
8.601509051E1,2.180171967E0,-6.181226969E-1,2.701706886E0
8.602509054E1,2.991621971E0,-1.972052574E0,1.401906967E0
8.603509054E1,3.881815434E0,-2.915816784E0,1.057875276E0
8.604509124E1,4.742026329E0,-3.579611778E0,9.802820683E-1
8.605509121E1,5.454689026E0,-4.032739639E0,1.059926510E0
8.606509124E1,6.217138290E0,-4.183233261E0,1.111696005E0
8.607509128E1,6.593742371E0,-4.428241730E0,1.176485658E0
8.608509128E1,6.774153233E0,-4.310049057E0,1.304469228E0
8.609509128E1,6.691411972E0,-3.857976913E0,1.200973511E0
8.610509128E1,6.237896442E0,-3.014267921E0,1.393167973E0
8.611509124E1,5.843756199E0,-1.832554579E0,1.503411531E0
8.612509124E1,5.794966221E0,-5.574511290E-1,1.661605120E0
8.613509128E1,5.246761322E0,5.495631695E-2,2.068307400E0
8.614509128E1,4.583067417E0,2.071820498E-1,1.654663086E0
8.615509128E1,3.966584682E0,1.926038265E-1,1.625495076E0
8.616509124E1,3.610179424E0,-9.958171844E-2,1.667754412E0
8.617509127E1,3.252938271E0,-9.373652935E-2,1.716782093E0
8.618509131E1,2.410814285E0,1.130899191E-1,1.821720958E0
8.619509131E1,1.580272675E0,2.648329735E-2,1.025606155E0
8.620509127E1,3.560438156E-1,1.161386967E-1,1.661669135E0
8.621509124E1,-1.353582382E0,-1.969634295E-1,2.463063240E0
8.622509127E1,-2.867863655E0,-7.443636656E-1,2.584801912E0
8.623509127E1,-3.868832588E0,-1.276147604E0,2.015692711E0
8.624509127E1,-4.729230881E0,-1.877060890E0,1.132988214E0
8.625509127E1,-5.215521812E0,-1.979218721E0,1.201086164E0
8.626509127E1,-5.228118896E0,-1.511006951E0,1.824018121E0
8.627509124E1,-4.235991478E0,-4.913866520E-2,2.078142881E0
8.628509127E1,-3.564121246E0,1.401139736E0,2.169954300E0
8.629509127E1,-3.367697716E0,1.933014154E0,1.161650777E0
8.630509127E1,-3.860715866E0,1.214207411E0,-6.567255259E-1
8.631509124E1,-4.265817642E0,6.921470165E-3,-2.571906090E0
8.632509120E1,-4.213985443E0,-1.271552563E0,-6.120272875E-1
8.633509124E1,-2.965921402E0,-2.591381550E0,4.343723774E0
8.634509124E1,-2.159582138E0,-4.287940979E0,8.370820045E0
8.635509124E1,-9.773387909E-1,-5.235564709E0,1.107135773E1
8.636509120E1,-7.830810547E-2,-4.741123676E0,1.269681931E1
8.637509120E1,3.255052567E-1,-2.315754890E0,1.263936901E1
8.638509124E1,6.945514679E-1,-5.727214813E-1,1.042311573E1
8.639509124E1,5.945205688E-1,-9.559259415E-1,7.859467030E0
8.640509124E1,-5.701713562E-1,-2.529442787E0,5.742207050E0
8.641509124E1,-2.382677078E0,-4.026342869E0,5.500227928E0
8.642509120E1,-3.194828987E0,-5.403184891E0,6.453905106E0
8.643509117E1,-3.105760574E0,-6.867954254E0,6.781305790E0
8.644509120E1,-2.326953888E0,-8.011377335E0,5.977801323E0
8.645509120E1,-1.108037949E0,-8.564752579E0,4.188821793E0
8.646509120E1,-1.853284836E-1,-8.621102333E0,2.774827957E0
8.647509117E1,8.339643478E-1,-8.039097786E0,2.337621212E0
8.648509117E1,1.690710068E0,-6.857364655E0,1.917607069E0
8.649509120E1,2.225437641E0,-5.393310547E0,2.116304636E0
8.650509120E1,2.879112244E0,-3.995382547E0,1.508471489E0
8.651509120E1,3.676383972E0,-3.226437569E0,7.936036587E-1
8.652509116E1,4.523947239E0,-2.632838488E0,2.145224810E-1
8.653509120E1,4.947862148E0,-2.124295235E0,2.774366140E-1
8.654509120E1,5.475562096E0,-1.697902441E0,8.568218350E-1
8.655509120E1,5.888945580E0,-1.193454146E0,1.483604193E0
8.656509120E1,6.754907131E0,-6.397274733E-1,1.876215219E0
8.657509120E1,7.508702278E0,-1.853077412E-1,2.053908110E0
8.658509116E1,7.660387039E0,8.040958643E-2,1.814626932E0
8.659509120E1,7.141065598E0,2.307851911E-1,1.322218895E0
8.660509123E1,6.384393215E0,-6.758493185E-2,9.429056644E-1
8.661509123E1,5.910975456E0,-4.548784494E-1,2.765194178E-1
8.662509053E1,5.865243912E0,-7.566586137E-1,9.324288368E-2
8.663508980E1,5.966284752E0,-1.352952838E0,8.785539865E-1
8.664508913E1,6.062256813E0,-1.769114852E0,1.382484913E0
8.665508820E1,5.784533024E0,-2.203443289E0,1.017700911E0
8.666508750E1,4.761881351E0,-2.809237719E0,7.360372543E-1
8.667508746E1,2.948617458E0,-3.385719776E0,7.114080191E-1
8.668508673E1,5.099964142E-1,-4.064070225E0,5.564992428E-1
8.669508676E1,-1.693120003E0,-4.560510635E0,2.891945243E-1
8.670508606E1,-3.748027802E0,-4.496753216E0,-1.508962959E-1
8.671508606E1,-5.570304871E0,-3.770061970E0,-9.499967694E-1
8.672508606E1,-7.553277969E0,-2.715213776E0,-1.240948439E0
8.673511939E1,-9.085450172E0,-1.935073853E0,8.451498747E-1
8.674515269E1,-9.092291832E0,-1.944775224E0,9.463111162E-1
8.675518606E1,-7.558609962E0,-1.301172853E0,1.530275822E0
8.676521939E1,-7.713329315E0,-1.138091922E0,-2.294027567E0
8.677525272E1,-8.622798920E0,5.548042059E-1,-3.907189369E0
8.678528602E1,-7.722957611E0,2.101783037E0,-2.864863873E0
8.679531936E1,-3.619544983E0,1.534920454E0,5.083062649E-1
8.680535272E1,3.476095200E-1,-7.229549885E-1,2.464432240E0
8.681538606E1,2.671169758E0,-3.510241508E0,4.115579605E0
8.682541939E1,3.322291374E0,-6.563788891E0,6.150862694E0
8.683545269E1,3.687637329E0,-8.890795708E0,8.807927132E0
8.684548606E1,3.511542320E0,-1.241089249E1,9.805512428E0
8.685551942E1,4.493185043E0,-1.573689842E1,1.332181168E1
8.686555276E1,6.279249668E0,-1.540377235E1,1.689447975E1
8.687558609E1,5.983253956E0,-1.184192181E1,1.169023037E1
8.688561942E1,-3.624620438E-1,-6.313252926E0,9.125580788E0
8.689565272E1,-4.120900154E0,-1.400099754E0,4.523057461E0
8.690568605E1,-5.329277039E0,-4.494421184E-1,1.761536002E0
8.691571942E1,-3.039134979E0,-8.462576568E-2,7.269423604E-1
8.692575345E1,-8.542451859E-1,3.198026121E-1,3.554547310E0
8.693578749E1,1.224269867E-1,9.334284067E-1,6.590384007E0
8.694582149E1,6.460762024E-2,7.840612531E-1,8.079838753E0
8.695585579E1,-1.461963654E-1,3.498837352E-1,8.013126373E0
8.696588985E1,-1.032943726E-1,-1.091464758E-1,6.735326290E0
8.697592318E1,7.223443985E-1,-7.514483929E-1,5.161470890E0
8.698595722E1,2.044120312E0,-1.449696541E0,3.715093374E0
8.699599052E1,3.188714027E0,-2.145618200E0,1.851297379E0
8.700602458E1,4.181268215E0,-2.620879173E0,6.438950896E-1
8.701605792E1,4.876070976E0,-2.745230913E0,5.721040964E-1
8.702609125E1,5.547398090E0,-2.852494478E0,4.155546427E-1
8.703609125E1,6.262598515E0,-2.797631264E0,5.651820898E-1
8.704609125E1,6.745685101E0,-2.689769030E0,9.201415777E-1
8.705609122E1,7.053357124E0,-2.571118355E0,1.024325013E0
8.706609125E1,7.190607548E0,-2.406540155E0,1.151065469E0
8.707609128E1,7.288612366E0,-1.931127071E0,1.359498024E0
8.708609128E1,7.315999985E0,-1.242562652E0,1.233667970E0
8.709609055E1,7.356670380E0,-6.435602903E-1,1.250011563E0
8.710609051E1,7.100539207E0,-7.379536629E-1,1.251102924E0
8.711609055E1,6.814589500E0,-1.253772616E0,1.617551565E0
8.712609055E1,6.478746414E0,-1.755983233E0,2.228061438E0
8.713609055E1,5.391132832E0,-2.154184103E0,2.199563980E0
8.714609051E1,3.754586220E0,-1.433040380E0,1.354600668E0
8.715609051E1,1.388932228E0,-6.140817404E-1,5.682017803E-1
8.716609055E1,-1.045219421E0,5.058997869E-1,3.867595196E-1
8.717609055E1,-3.538088799E0,1.593400717E0,1.248234272E0
8.718609055E1,-5.230450630E0,2.570000410E0,2.001626015E0
8.719609055E1,-6.191725731E0,3.255981445E0,3.168971539E0
8.720609051E1,-6.606341362E0,2.764612436E0,3.352664709E0
8.721609048E1,-6.007151604E0,6.930069923E-1,2.223950863E0
8.722609051E1,-4.868325233E0,-2.109584570E0,1.130980253E0
8.723609051E1,-4.066686630E0,-3.131782532E0,1.079559684E0
8.724609051E1,-3.917846680E0,-1.973197699E0,1.145701408E0
8.725609048E1,-4.288031578E0,-3.992002010E-1,3.787693977E-1
8.726609048E1,-4.723567009E0,1.097040176E-1,-8.257000446E-1
8.727609051E1,-4.545105934E0,3.441303968E-2,-1.930596471E0
8.728609051E1,-3.538644791E0,-7.006365657E-1,-1.637654066E0
8.729609051E1,-2.399313927E0,-3.131456852E0,1.167973518E0
8.730609048E1,-1.137798309E0,-4.295358181E0,7.488169670E0
8.731609051E1,-8.657646179E-2,-5.710075855E0,1.042615986E1
8.732609054E1,6.464490891E-1,-5.735757351E0,1.212839508E1
8.733609054E1,1.027739525E0,-3.087625027E0,1.325416756E1
8.734609054E1,1.227654457E0,2.705839872E-1,1.184968948E1
8.735609054E1,8.025245667E-1,7.684531212E-1,9.387749672E0
8.736609051E1,-6.105442047E-1,-1.400211930E0,6.621645451E0
8.737609051E1,-1.533865929E0,-4.689359665E0,4.954334736E0
8.738609054E1,-2.069237709E0,-7.140260220E0,4.746592522E0
8.739609124E1,-1.988183022E0,-8.212692261E0,4.746878624E0
8.740609087E1,-2.241697311E0,-8.636431694E0,4.684598446E0
8.741609084E1,-2.034809113E0,-8.364685059E0,3.271093845E0
8.742609087E1,-1.413475990E0,-7.486140251E0,2.450042248E0
8.743609087E1,-7.297410965E-1,-6.688549042E0,1.758522272E0
8.744609087E1,1.408300400E-1,-5.547853947E0,1.527637601E0
8.745609084E1,1.322892189E0,-4.377757072E0,2.585017681E0
8.746609081E1,2.380793095E0,-3.403598785E0,2.913253784E0
8.747609084E1,3.487785816E0,-2.630754471E0,2.435109615E0
8.748609084E1,4.445280075E0,-2.023442984E0,2.083991289E0
8.749609084E1,4.787699699E0,-1.350739360E0,1.796623707E0
8.750609084E1,5.086453915E0,-7.670989037E-1,1.773473978E0
8.751609084E1,5.590853691E0,-2.252683640E-1,1.978358269E0
8.752609080E1,5.921783447E0,2.622469664E-1,2.236660957E0
8.753609084E1,5.354165077E0,7.344913483E-2,2.484686613E0
8.754609084E1,4.742875099E0,-4.425901771E-1,2.073278427E0
8.755609084E1,4.865244389E0,-9.811245203E-1,1.572021842E0
8.756609080E1,5.722316265E0,-1.966509819E0,9.673790932E-1
8.757609077E1,6.272644043E0,-2.717529774E0,8.926594257E-1
8.758609080E1,6.539118767E0,-2.829183578E0,3.918409944E-1
8.759609080E1,7.090248108E0,-2.492605209E0,9.303319454E-2
8.760609080E1,7.439960957E0,-1.914478660E0,-9.527474642E-2
8.761609007E1,7.375139236E0,-1.325906634E0,2.095807195E-1
8.762608937E1,7.155389786E0,-1.162072539E0,6.115703583E-1
8.763608870E1,6.309059620E0,-1.273086667E0,1.160801530E0
8.764608777E1,5.100160122E0,-9.657580853E-1,1.381696463E0
8.765608777E1,2.977616787E0,-1.179165006E0,1.610592246E0
8.766608683E1,4.943628311E-1,-1.904777646E0,1.334037423E0
8.767608610E1,-2.634114265E0,-3.071826696E0,-8.991734982E-1
8.768608540E1,-6.415703773E0,-3.669678688E0,-3.666825294E0
8.769608543E1,-9.200410843E0,-3.196309805E0,-4.460670948E0
8.770608510E1,-1.080666351E1,-2.588687897E0,-9.859039783E-1
8.771608510E1,-9.494844437E0,-2.211873770E0,3.011413336E0
8.772608506E1,-7.920147896E0,-1.739702344E0,1.648533106E0
8.773608510E1,-6.577427864E0,-1.329576969E0,-2.326571941E0
8.774608470E1,-5.976528168E0,-4.197885990E-1,-3.474326372E0
8.775608470E1,-4.998193741E0,3.703092039E-2,-1.524300814E0
8.776608470E1,-4.151951790E0,-1.869434357E0,2.673185825E0
8.777608466E1,-2.366858482E0,-5.488723278E0,4.745139122E0
8.778608470E1,-5.224885941E-1,-8.369231224E0,4.140604019E0
8.779608470E1,1.563062668E-1,-1.185925198E1,6.074788094E0
8.780608470E1,1.414047241E0,-1.472523022E1,1.277941704E1
8.781608470E1,1.445505142E0,-1.465735149E1,1.231568050E1
8.782608400E1,5.199252605E0,-9.182895660E0,1.582476139E1
8.783608396E1,3.142507553E0,-4.872121334E0,1.130574894E1
8.784608400E1,9.670991898E-1,-2.723426342E0,7.317529678E0
8.785608403E1,1.666879654E-1,-2.106183529E0,4.995471954E0
8.786608403E1,5.930652618E-1,-1.819474101E0,2.631339073E0
8.787608403E1,8.274822235E-1,-1.317339897E0,2.583462238E0
8.788608399E1,5.451908112E-1,-7.055201530E-1,3.761188269E0
8.789608403E1,-3.042697906E-2,-3.958514035E-1,5.834342957E0
8.790608403E1,-5.593299866E-1,-3.443697691E-1,7.327448845E0
8.791608473E1,-7.095708847E-1,-4.221241921E-2,7.158815384E0
8.792608539E1,-6.551647186E-2,2.788888514E-1,5.664629459E0
